GEO,ST,STNAME,COUNTY/METRO,Total households (2016-2020),Renter households (2016-2020),renters_percent,renters,% of total households that are renters (2016-2020),Minimum wage,Estimated mean renter wage,SSI monthly payment,Zero bedroom FMR,One bedroom FMR,Two bedroom FMR,Three bedroom FMR,Four bedroom FMR,Annual AMI,30% of AMI,50% of AMI,Estimated median renter household income,Rent affordable at 30% AMI,Rent affordable at 50% AMI,Rent affordable at median renter household income,Rent affordable with full-time job paying minimum wage,Rent affordable with full-time job paying mean renter wage,Rent affordable to SSI recipient,Income needed to afford 0 bdrm FMR,Income needed to afford 1 bdrm FMR,Income needed to afford 2 bdrm FMR,Income needed to afford 3 bdrm FMR,Income needed to afford 4 bdrm FMR,Housing Wage for 0 bdrm FMR,Housing Wage for 1 bdrm FMR,Housing Wage for 2 bdrm FMR,Housing Wage for 3 bdrm FMR,Housing Wage for 4 bdrm FMR,Work hours per week at min. wage needed to afford 0 bdrm FMR,Work hours per week at min. wage needed to afford 1 bdrm FMR,Work hours per week at min. wage needed to afford 2 bdrm FMR,Work hours per week at min. wage needed to afford 3 bdrm FMR,Work hours per week at min. wage needed to afford 4 bdrm FMR,# of jobs at minimum wage needed to afford a 0 bdrm FMR,# of jobs at minimum wage needed to afford a 1 bdrm FMR,# of jobs at minimum wage needed to afford a 2 bdrm FMR,# of jobs at minimum wage needed to afford a 3 bdrm FMR,# of jobs at minimum wage needed to afford a 4 bdrm FMR,Work hours per week at mean renter wage needed to afford 0 bdrm FMR,Work hours per week at mean renter wage needed to afford 1 bdrm FMR,Work hours per week at mean renter wage needed to afford 2 bdrm FMR,Work hours per week at mean renter wage needed to afford 3 bdrm FMR,Work hours per week at mean renter wage needed to afford 4 bdrm FMR
COUNTY,CA,California,Humboldt County,"54,120","23,359",43,0.43,43%,$15.00,$14.52,"$1,002",$741,$862,"$1,112","$1,580","$1,903","$79,700","$23,910","$39,850",33879,$598,$996,$847,$780,$755,$301,"$29,640","$34,480","$44,480","$63,200","$76,120",$14.25,$16.58,$21.38,$30.38,$36.60,38,44,57,81,98,1.0,1.1,1.4,2.0,2.4,39,46,59,84,101
COUNTY,CA,California,Imperial County,"45,768","19,179",42,0.42,42%,$15.00,$12.24,"$1,002",$716,$815,"$1,065","$1,486","$1,793","$63,900","$19,170","$31,950",31617,$479,$799,$790,$780,$637,$301,"$28,640","$32,600","$42,600","$59,440","$71,720",$13.77,$15.67,$20.48,$28.58,$34.48,37,42,55,76,92,0.9,1.0,1.4,1.9,2.3,45,51,67,93,113
COUNTY,CA,California,Inyo County,"7,954","2,784",35,0.35,35%,$15.00,$18.11,"$1,002",$754,$874,"$1,077","$1,530","$1,712","$82,700","$24,810","$41,350",53108,$620,"$1,034","$1,328",$780,$942,$301,"$30,160","$34,960","$43,080","$61,200","$68,480",$14.50,$16.81,$20.71,$29.42,$32.92,39,45,55,78,88,1.0,1.1,1.4,2.0,2.2,32,37,46,65,73
COUNTY,CA,California,Kern County,"273,556","112,443",41,0.41,41%,$15.00,$16.71,"$1,002",$763,$772,"$1,013","$1,439","$1,734","$67,900","$20,370","$33,950",39513,$509,$849,$988,$780,$869,$301,"$30,520","$30,880","$40,520","$57,560","$69,360",$14.67,$14.85,$19.48,$27.67,$33.35,39,40,52,74,89,1.0,1.0,1.3,1.8,2.2,35,36,47,66,80
COUNTY,CA,California,Kings County,"43,604","20,236",46,0.46,46%,$15.00,$17.33,"$1,002",$924,$930,"$1,162","$1,651","$1,799","$68,000","$20,400","$34,000",49456,$510,$850,"$1,236",$780,$901,$301,"$36,960","$37,200","$46,480","$66,040","$71,960",$17.77,$17.88,$22.35,$31.75,$34.60,47,48,60,85,92,1.2,1.2,1.5,2.1,2.3,41,41,52,73,80
COUNTY,CA,California,Lake County,"25,508","8,232",32,0.32,32%,$15.00,$15.76,"$1,002",$678,$776,"$1,021","$1,450","$1,544","$69,200","$20,760","$34,600",38818,$519,$865,$970,$780,$820,$301,"$27,120","$31,040","$40,840","$58,000","$61,760",$13.04,$14.92,$19.63,$27.88,$29.69,35,40,52,74,79,0.9,1.0,1.3,1.9,2.0,33,38,50,71,75
COUNTY,CA,California,Lassen County,"9,172","2,881",31,0.31,31%,$15.00,$14.75,"$1,002",$623,$712,$937,"$1,331","$1,372","$73,700","$22,110","$36,850",41038,$553,$921,"$1,026",$780,$767,$301,"$24,920","$28,480","$37,480","$53,240","$54,880",$11.98,$13.69,$18.02,$25.60,$26.38,32,37,48,68,70,0.8,0.9,1.2,1.7,1.8,32,37,49,69,72
COUNTY,CA,California,Los Angeles County,"3,332,504","1,798,032",54,0.54,54%,$15.96,$27.41,"$1,002","$1,384","$1,604","$2,044","$2,693","$2,933","$91,100","$27,330","$45,550",56903,$683,"$1,139","$1,423",$830,"$1,425",$301,"$55,360","$64,160","$81,760","$107,720","$117,320",$26.62,$30.85,$39.31,$51.79,$56.40,67,77,99,130,141,1.7,1.9,2.5,3.2,3.5,39,45,57,76,82
COUNTY,CA,California,Madera County,"44,479","15,209",34,0.34,34%,$15.00,$15.94,"$1,002",$913,$919,"$1,198","$1,702","$1,870","$75,500","$22,650","$37,750",44079,$566,$944,"$1,102",$780,$829,$301,"$36,520","$36,760","$47,920","$68,080","$74,800",$17.56,$17.67,$23.04,$32.73,$35.96,47,47,61,87,96,1.2,1.2,1.5,2.2,2.4,44,44,58,82,90
COUNTY,CA,California,Marin County,"104,900","38,181",36,0.36,36%,$15.00,$28.42,"$1,002","$2,115","$2,631","$3,198","$4,111","$4,473","$166,000","$49,800","$83,000",85320,"$1,245","$2,075","$2,133",$780,"$1,478",$301,"$84,600","$105,240","$127,920","$164,440","$178,920",$40.67,$50.60,$61.50,$79.06,$86.02,108,135,164,211,229,2.7,3.4,4.1,5.3,5.7,57,71,87,111,121
COUNTY,CA,California,Mariposa County,"7,846","2,326",30,0.30,30%,$15.00,$11.10,"$1,002",$718,$808,"$1,063","$1,423","$1,819","$67,000","$20,100","$33,500",36018,$503,$838,$900,$780,$577,$301,"$28,720","$32,320","$42,520","$56,920","$72,760",$13.81,$15.54,$20.44,$27.37,$34.98,37,41,55,73,93,0.9,1.0,1.4,1.8,2.3,50,56,74,99,126
COUNTY,CA,California,Mendocino County,"34,164","13,553",40,0.40,40%,$15.00,$16.99,"$1,002",$945,$954,"$1,245","$1,729","$2,131","$71,700","$21,510","$35,850",41765,$538,$896,"$1,044",$780,$883,$301,"$37,800","$38,160","$49,800","$69,160","$85,240",$18.17,$18.35,$23.94,$33.25,$40.98,48,49,64,89,109,1.2,1.2,1.6,2.2,2.7,43,43,56,78,96
COUNTY,CA,California,Merced County,"81,306","38,826",48,0.48,48%,$15.00,$17.19,"$1,002",$766,$914,"$1,120","$1,591","$1,917","$73,100","$21,930","$36,550",46278,$548,$914,"$1,157",$780,$894,$301,"$30,640","$36,560","$44,800","$63,640","$76,680",$14.73,$17.58,$21.54,$30.60,$36.87,39,47,57,82,98,1.0,1.2,1.4,2.0,2.5,34,41,50,71,86
COUNTY,CA,California,Modoc County,"3,594",842,23,0.23,23%,$15.00,$12.36,"$1,002",$605,$609,$801,"$1,047","$1,273","$63,600","$19,080","$31,800",35682,$477,$795,$892,$780,$643,$301,"$24,200","$24,360","$32,040","$41,880","$50,920",$11.63,$11.71,$15.40,$20.13,$24.48,31,31,41,54,65,0.8,0.8,1.0,1.3,1.6,38,38,50,65,79
COUNTY,CA,California,Mono County,"5,196","1,661",32,0.32,32%,$15.00,$17.34,"$1,002","$1,009","$1,045","$1,319","$1,829","$2,096","$79,800","$23,940","$39,900",61508,$599,$998,"$1,538",$780,$902,$301,"$40,360","$41,800","$52,760","$73,160","$83,840",$19.40,$20.10,$25.37,$35.17,$40.31,52,54,68,94,107,1.3,1.3,1.7,2.3,2.7,45,46,59,81,93
COUNTY,CA,California,Monterey County,"128,003","61,657",48,0.48,48%,$15.00,$18.25,"$1,002","$1,533","$1,616","$1,967","$2,794","$3,081","$90,100","$27,030","$45,050",60985,$676,"$1,126","$1,525",$780,$949,$301,"$61,320","$64,640","$78,680","$111,760","$123,240",$29.48,$31.08,$37.83,$53.73,$59.25,79,83,101,143,158,2.0,2.1,2.5,3.6,4.0,65,68,83,118,130
COUNTY,CA,California,Napa County,"48,484","17,060",35,0.35,35%,$15.00,$22.20,"$1,002","$1,438","$1,645","$2,164","$2,924","$2,935","$119,400","$35,820","$59,700",70646,$896,"$1,493","$1,766",$780,"$1,154",$301,"$57,520","$65,800","$86,560","$116,960","$117,400",$27.65,$31.63,$41.62,$56.23,$56.44,74,84,111,150,151,1.8,2.1,2.8,3.7,3.8,50,57,75,101,102
COUNTY,CA,California,Nevada County,"40,917","10,312",25,0.25,25%,$15.00,$15.72,"$1,002",$921,$993,"$1,307","$1,857","$2,037","$98,400","$29,520","$49,200",45815,$738,"$1,230","$1,145",$780,$818,$301,"$36,840","$39,720","$52,280","$74,280","$81,480",$17.71,$19.10,$25.13,$35.71,$39.17,47,51,67,95,104,1.2,1.3,1.7,2.4,2.6,45,49,64,91,100
COUNTY,CA,California,Orange County,"1,040,001","444,773",43,0.43,43%,$15.00,$26.80,"$1,002","$1,716","$1,905","$2,324","$3,178","$3,674","$119,100","$35,730","$59,550",74127,$893,"$1,489","$1,853",$780,"$1,394",$301,"$68,640","$76,200","$92,960","$127,120","$146,960",$33.00,$36.63,$44.69,$61.12,$70.65,88,98,119,163,188,2.2,2.4,3.0,4.1,4.7,49,55,67,91,105
COUNTY,CA,California,Placer County,"145,714","38,820",27,0.27,27%,$15.00,$21.09,"$1,002","$1,108","$1,228","$1,543","$2,192","$2,625","$102,200","$30,660","$51,100",63999,$767,"$1,278","$1,600",$780,"$1,097",$301,"$44,320","$49,120","$61,720","$87,680","$105,000",$21.31,$23.62,$29.67,$42.15,$50.48,57,63,79,112,135,1.4,1.6,2.0,2.8,3.4,40,45,56,80,96
COUNTY,CA,California,Plumas County,"8,332","2,255",27,0.27,27%,$15.00,$15.28,"$1,002",$608,$716,$915,"$1,300","$1,566","$82,400","$24,720","$41,200",42298,$618,"$1,030","$1,057",$780,$795,$301,"$24,320","$28,640","$36,600","$52,000","$62,640",$11.69,$13.77,$17.60,$25.00,$30.12,31,37,47,67,80,0.8,0.9,1.2,1.7,2.0,31,36,46,65,79
COUNTY,CA,California,Riverside County,"736,413","239,154",32,0.32,32%,$15.00,$16.83,"$1,002","$1,062","$1,202","$1,509","$2,065","$2,542","$87,400","$26,220","$43,700",52378,$656,"$1,093","$1,309",$780,$875,$301,"$42,480","$48,080","$60,360","$82,600","$101,680",$20.42,$23.12,$29.02,$39.71,$48.88,54,62,77,106,130,1.4,1.5,1.9,2.6,3.3,49,55,69,94,116
COUNTY,CA,California,Sacramento County,"547,519","233,285",43,0.43,43%,$15.00,$22.08,"$1,002","$1,108","$1,228","$1,543","$2,192","$2,625","$102,200","$30,660","$51,100",52781,$767,"$1,278","$1,320",$780,"$1,148",$301,"$44,320","$49,120","$61,720","$87,680","$105,000",$21.31,$23.62,$29.67,$42.15,$50.48,57,63,79,112,135,1.4,1.6,2.0,2.8,3.4,39,43,54,76,91
COUNTY,CA,California,San Benito County,"18,389","6,376",35,0.35,35%,$15.00,$16.53,"$1,002","$1,096","$1,253","$1,649","$2,342","$2,822","$105,100","$31,530","$52,550",61555,$788,"$1,314","$1,539",$780,$860,$301,"$43,840","$50,120","$65,960","$93,680","$112,880",$21.08,$24.10,$31.71,$45.04,$54.27,56,64,85,120,145,1.4,1.6,2.1,3.0,3.6,51,58,77,109,131
COUNTY,CA,California,San Bernardino County,"640,090","255,316",40,0.40,40%,$15.00,$18.49,"$1,002","$1,062","$1,202","$1,509","$2,065","$2,542","$87,400","$26,220","$43,700",50446,$656,"$1,093","$1,261",$780,$961,$301,"$42,480","$48,080","$60,360","$82,600","$101,680",$20.42,$23.12,$29.02,$39.71,$48.88,54,62,77,106,130,1.4,1.5,1.9,2.6,3.3,44,50,63,86,106
COUNTY,CA,California,San Diego County,"1,130,703","521,353",46,0.46,46%,$15.00,$26.69,"$1,002","$1,573","$1,739","$2,232","$3,099","$3,795","$106,900","$32,070","$53,450",64750,$802,"$1,336","$1,619",$780,"$1,388",$301,"$62,920","$69,560","$89,280","$123,960","$151,800",$30.25,$33.44,$42.92,$59.60,$72.98,81,89,114,159,195,2.0,2.2,2.9,4.0,4.9,45,50,64,89,109
COUNTY,CA,California,San Francisco County,"362,141","224,462",62,0.62,62%,$16.99,$71.79,"$1,002","$2,115","$2,631","$3,198","$4,111","$4,473","$166,000","$49,800","$83,000",110576,"$1,245","$2,075","$2,764",$883,"$3,733",$301,"$84,600","$105,240","$127,920","$164,440","$178,920",$40.67,$50.60,$61.50,$79.06,$86.02,96,119,145,186,203,2.4,3.0,3.6,4.7,5.1,23,28,34,44,48
COUNTY,CA,California,San Joaquin County,"231,092","97,711",42,0.42,42%,$15.00,$18.72,"$1,002",$891,$992,"$1,305","$1,854","$2,234","$85,000","$25,500","$42,500",52611,$638,"$1,063","$1,315",$780,$974,$301,"$35,640","$39,680","$52,200","$74,160","$89,360",$17.13,$19.08,$25.10,$35.65,$42.96,46,51,67,95,115,1.1,1.3,1.7,2.4,2.9,37,41,54,76,92
COUNTY,CA,California,San Luis Obispo County,"106,244","39,609",37,0.37,37%,$15.00,$19.21,"$1,002","$1,308","$1,436","$1,890","$2,685","$3,047","$109,200","$32,760","$54,600",59253,$819,"$1,365","$1,481",$780,$999,$301,"$52,320","$57,440","$75,600","$107,400","$121,880",$25.15,$27.62,$36.35,$51.63,$58.60,67,74,97,138,156,1.7,1.8,2.4,3.4,3.9,52,57,76,107,122
COUNTY,CA,California,San Mateo County,"263,351","105,648",40,0.40,40%,$15.00,$65.07,"$1,002","$2,115","$2,631","$3,198","$4,111","$4,473","$166,000","$49,800","$83,000",106646,"$1,245","$2,075","$2,666",$780,"$3,383",$301,"$84,600","$105,240","$127,920","$164,440","$178,920",$40.67,$50.60,$61.50,$79.06,$86.02,108,135,164,211,229,2.7,3.4,4.1,5.3,5.7,25,31,38,49,53
COUNTY,CA,California,Santa Barbara County,"148,309","70,805",48,0.48,48%,$15.00,$21.58,"$1,002","$1,875","$2,157","$2,516","$3,316","$3,790","$100,100","$30,030","$50,050",62433,$751,"$1,251","$1,561",$780,"$1,122",$301,"$75,000","$86,280","$100,640","$132,640","$151,600",$36.06,$41.48,$48.38,$63.77,$72.88,96,111,129,170,194,2.4,2.8,3.2,4.3,4.9,67,77,90,118,135
COUNTY,CA,California,Santa Clara County,"635,314","277,086",44,0.44,44%,$15.00,$68.20,"$1,002","$2,145","$2,418","$2,868","$3,687","$4,213","$168,500","$50,550","$84,250",109598,"$1,264","$2,106","$2,740",$780,"$3,546",$301,"$85,800","$96,720","$114,720","$147,480","$168,520",$41.25,$46.50,$55.15,$70.90,$81.02,110,124,147,189,216,2.8,3.1,3.7,4.7,5.4,24,27,32,42,48
COUNTY,CA,California,Santa Cruz County,"96,275","38,181",40,0.40,40%,$15.00,$19.78,"$1,002","$2,085","$2,385","$3,138","$4,000","$4,458","$119,300","$35,790","$59,650",64495,$895,"$1,491","$1,612",$780,"$1,029",$301,"$83,400","$95,400","$125,520","$160,000","$178,320",$40.10,$45.87,$60.35,$76.92,$85.73,107,122,161,205,229,2.7,3.1,4.0,5.1,5.7,81,93,122,156,173
COUNTY,CA,California,Shasta County,"70,845","24,607",35,0.35,35%,$15.00,$17.69,"$1,002",$834,$954,"$1,255","$1,783","$2,148","$89,800","$26,940","$44,900",44128,$674,"$1,123","$1,103",$780,$920,$301,"$33,360","$38,160","$50,200","$71,320","$85,920",$16.04,$18.35,$24.13,$34.29,$41.31,43,49,64,91,110,1.1,1.2,1.6,2.3,2.8,36,41,55,78,93
COUNTY,CA,California,Sierra County,"1,250",333,27,0.27,27%,$15.00,$12.38,"$1,002",$754,$855,"$1,114","$1,593","$1,767","$90,000","$27,000","$45,000",47016,$675,"$1,125","$1,175",$780,$644,$301,"$30,160","$34,200","$44,560","$63,720","$70,680",$14.50,$16.44,$21.42,$30.63,$33.98,39,44,57,82,91,1.0,1.1,1.4,2.0,2.3,47,53,69,99,110
COUNTY,CA,California,Siskiyou County,"19,195","6,536",34,0.34,34%,$15.00,$15.25,"$1,002",$682,$701,$922,"$1,310","$1,358","$62,700","$18,810","$31,350",35094,$470,$784,$877,$780,$793,$301,"$27,280","$28,040","$36,880","$52,400","$54,320",$13.12,$13.48,$17.73,$25.19,$26.12,35,36,47,67,70,0.9,0.9,1.2,1.7,1.7,34,35,47,66,68
COUNTY,CA,California,Solano County,"151,191","57,352",38,0.38,38%,$15.00,$24.68,"$1,002","$1,232","$1,408","$1,677","$2,382","$2,870","$108,700","$32,610","$54,350",66575,$815,"$1,359","$1,664",$780,"$1,283",$301,"$49,280","$56,320","$67,080","$95,280","$114,800",$23.69,$27.08,$32.25,$45.81,$55.19,63,72,86,122,147,1.6,1.8,2.2,3.1,3.7,38,44,52,74,89
COUNTY,CA,California,Sonoma County,"188,958","73,113",39,0.39,39%,$15.00,$23.59,"$1,002","$1,373","$1,549","$2,038","$2,851","$3,163","$112,800","$33,840","$56,400",67358,$846,"$1,410","$1,684",$780,"$1,227",$301,"$54,920","$61,960","$81,520","$114,040","$126,520",$26.40,$29.79,$39.19,$54.83,$60.83,70,79,105,146,162,1.8,2.0,2.6,3.7,4.1,45,51,66,93,103
COUNTY,CA,California,Stanislaus County,"174,826","72,151",41,0.41,41%,$15.00,$19.81,"$1,002",$936,"$1,001","$1,250","$1,761","$2,063","$79,300","$23,790","$39,650",49776,$595,$991,"$1,244",$780,"$1,030",$301,"$37,440","$40,040","$50,000","$70,440","$82,520",$18.00,$19.25,$24.04,$33.87,$39.67,48,51,64,90,106,1.2,1.3,1.6,2.3,2.6,36,39,49,68,80
COUNTY,CA,California,Sutter County,"32,586","13,319",41,0.41,41%,$15.00,$16.65,"$1,002",$920,$926,"$1,173","$1,666","$2,008","$75,900","$22,770","$37,950",49643,$569,$949,"$1,241",$780,$866,$301,"$36,800","$37,040","$46,920","$66,640","$80,320",$17.69,$17.81,$22.56,$32.04,$38.62,47,47,60,85,103,1.2,1.2,1.5,2.1,2.6,43,43,54,77,93
COUNTY,CA,California,Tehama County,"24,661","8,379",34,0.34,34%,$15.00,$15.82,"$1,002",$682,$722,$950,"$1,270","$1,495","$79,400","$23,820","$39,700",33767,$596,$993,$844,$780,$822,$301,"$27,280","$28,880","$38,000","$50,800","$59,800",$13.12,$13.88,$18.27,$24.42,$28.75,35,37,49,65,77,0.9,0.9,1.2,1.6,1.9,33,35,46,62,73
COUNTY,CA,California,Trinity County,"5,896","1,855",31,0.31,31%,$15.00,$11.95,"$1,002",$592,$670,$877,"$1,246","$1,394","$55,700","$16,710","$27,850",27930,$418,$696,$698,$780,$621,$301,"$23,680","$26,800","$35,080","$49,840","$55,760",$11.38,$12.88,$16.87,$23.96,$26.81,30,34,45,64,71,0.8,0.9,1.1,1.6,1.8,38,43,56,80,90
COUNTY,CA,California,Tulare County,"139,044","59,691",43,0.43,43%,$15.00,$15.49,"$1,002",$746,$764,"$1,005","$1,405","$1,629","$66,900","$20,070","$33,450",40422,$502,$836,"$1,011",$780,$805,$301,"$29,840","$30,560","$40,200","$56,200","$65,160",$14.35,$14.69,$19.33,$27.02,$31.33,38,39,52,72,84,1.0,1.0,1.3,1.8,2.1,37,38,50,70,81
COUNTY,CA,California,Tuolumne County,"22,937","6,051",26,0.26,26%,$15.00,$13.87,"$1,002",$752,$860,"$1,132","$1,556","$1,938","$84,300","$25,290","$42,150",37902,$632,"$1,054",$948,$780,$721,$301,"$30,080","$34,400","$45,280","$62,240","$77,520",$14.46,$16.54,$21.77,$29.92,$37.27,39,44,58,80,99,1.0,1.1,1.5,2.0,2.5,42,48,63,86,107
COUNTY,CA,California,Ventura County,"271,639","99,602",37,0.37,37%,$15.00,$22.26,"$1,002","$1,507","$1,792","$2,218","$3,101","$3,655","$115,400","$34,620","$57,700",67279,$866,"$1,443","$1,682",$780,"$1,158",$301,"$60,280","$71,680","$88,720","$124,040","$146,200",$28.98,$34.46,$42.65,$59.63,$70.29,77,92,114,159,187,1.9,2.3,2.8,4.0,4.7,52,62,77,107,126
COUNTY,CA,California,Yolo County,"74,614","36,334",49,0.49,49%,$15.00,$18.67,"$1,002","$1,212","$1,280","$1,684","$2,353","$2,843","$106,600","$31,980","$53,300",50152,$800,"$1,333","$1,254",$780,$971,$301,"$48,480","$51,200","$67,360","$94,120","$113,720",$23.31,$24.62,$32.38,$45.25,$54.67,62,66,86,121,146,1.6,1.6,2.2,3.0,3.6,50,53,69,97,117
COUNTY,CA,California,Yuba County,"26,434","10,345",39,0.39,39%,$15.00,$18.57,"$1,002",$920,$926,"$1,173","$1,666","$2,008","$75,900","$22,770","$37,950",42768,$569,$949,"$1,069",$780,$966,$301,"$36,800","$37,040","$46,920","$66,640","$80,320",$17.69,$17.81,$22.56,$32.04,$38.62,47,47,60,85,103,1.2,1.2,1.5,2.1,2.6,38,38,49,69,83
