State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
48,455,TX,Trinity County,"2,339","1,815","2,863",17.1,13.3,20.9,736,524,948,27.3,19.4,35.2,521,355,687,25.5,17.4,33.6,"46,569","41,367","51,771",.,.,.,.,.,.
48,457,TX,Tyler County,"3,232","2,522","3,942",17.5,13.7,21.3,891,632,"1,150",23.3,16.5,30.1,627,424,830,21.6,14.6,28.6,"46,955","42,207","51,703",.,.,.,.,.,.
48,459,TX,Upshur County,"6,166","4,948","7,384",14.9,12,17.8,"1,954","1,432","2,476",19.9,14.6,25.2,"1,452","1,046","1,858",19.4,14,24.8,"51,634","46,010","57,258",.,.,.,.,.,.
48,461,TX,Upton County,502,396,608,15.6,12.3,18.9,192,138,246,20.9,15,26.8,139,96,182,19.9,13.8,26,"49,340","42,625","56,055",.,.,.,.,.,.
48,463,TX,Uvalde County,"4,984","3,904","6,064",20.5,16.1,24.9,"2,062","1,504","2,620",31.1,22.7,39.5,"1,515","1,092","1,938",31.4,22.6,40.2,"48,438","43,676","53,200",.,.,.,.,.,.
48,465,TX,Val Verde County,"8,612","6,542","10,682",18.8,14.3,23.3,"3,728","2,633","4,823",27.8,19.6,36,"2,724","1,853","3,595",27.9,19,36.8,"50,532","46,307","54,757",.,.,.,.,.,.
48,467,TX,Van Zandt County,"8,074","6,307","9,841",13.3,10.4,16.2,"2,639","1,960","3,318",19.1,14.2,24,"1,891","1,347","2,435",18.1,12.9,23.3,"59,929","55,139","64,719",.,.,.,.,.,.
48,469,TX,Victoria County,"14,471","12,329","16,613",16.2,13.8,18.6,"4,944","3,771","6,117",21.9,16.7,27.1,"3,379","2,454","4,304",20.3,14.8,25.8,"57,142","51,829","62,455",.,.,.,.,.,.
48,471,TX,Walker County,"14,402","11,883","16,921",23.9,19.7,28.1,"2,773","2,104","3,442",24.8,18.8,30.8,"1,827","1,318","2,336",22.4,16.2,28.6,"43,012","38,934","47,090",.,.,.,.,.,.
48,473,TX,Waller County,"7,505","5,929","9,081",13.6,10.8,16.4,"2,516","1,813","3,219",17.7,12.8,22.6,"1,830","1,285","2,375",17.3,12.2,22.4,"65,437","60,986","69,888",.,.,.,.,.,.
48,475,TX,Ward County,"1,565","1,201","1,929",14.1,10.8,17.4,644,459,829,20,14.3,25.7,462,318,606,20,13.8,26.2,"58,461","51,375","65,547",.,.,.,.,.,.
48,477,TX,Washington County,"4,719","3,789","5,649",14,11.2,16.8,"1,494","1,122","1,866",19.8,14.9,24.7,"1,150",862,"1,438",20.1,15.1,25.1,"66,601","59,962","73,240",.,.,.,.,.,.
48,479,TX,Webb County,"59,771","52,377","67,165",22.6,19.8,25.4,"24,486","20,098","28,874",29,23.8,34.2,"16,501","12,929","20,073",26.4,20.7,32.1,"50,865","48,545","53,185",.,.,.,.,.,.
48,481,TX,Wharton County,"6,575","5,154","7,996",15.9,12.5,19.3,"2,423","1,753","3,093",22.7,16.4,29,"1,762","1,238","2,286",22.6,15.9,29.3,"56,522","51,046","61,998",.,.,.,.,.,.
48,483,TX,Wheeler County,691,531,851,14.1,10.8,17.4,266,192,340,22,15.9,28.1,189,133,245,19.6,13.8,25.4,"49,282","43,258","55,306",.,.,.,.,.,.
48,485,TX,Wichita County,"17,237","14,089","20,385",14.6,11.9,17.3,"5,616","4,111","7,121",19.3,14.1,24.5,"3,852","2,652","5,052",18.1,12.4,23.8,"53,148","49,998","56,298",.,.,.,.,.,.
48,487,TX,Wilbarger County,"1,747","1,334","2,160",14.1,10.8,17.4,568,401,735,21,14.8,27.2,401,272,530,20.9,14.2,27.6,"48,117","42,351","53,883",.,.,.,.,.,.
48,489,TX,Willacy County,"5,912","4,849","6,975",34.3,28.1,40.5,"1,860","1,401","2,319",39.4,29.7,49.1,"1,327",969,"1,685",37.1,27.1,47.1,"37,087","32,645","41,529",.,.,.,.,.,.
48,491,TX,Williamson County,"38,403","33,182","43,624",6,5.2,6.8,"11,430","9,017","13,843",7.3,5.8,8.8,"8,275","6,374","10,176",7,5.4,8.6,"96,653","93,505","99,801",.,.,.,.,.,.
48,493,TX,Wilson County,"5,004","3,951","6,057",9.8,7.7,11.9,"1,601","1,169","2,033",13.4,9.8,17,"1,139",796,"1,482",12.4,8.7,16.1,"78,794","72,280","85,308",.,.,.,.,.,.
48,495,TX,Winkler County,"1,076",829,"1,323",14.7,11.3,18.1,456,331,581,21.6,15.7,27.5,330,233,427,21.2,15,27.4,"62,477","54,704","70,250",.,.,.,.,.,.
48,497,TX,Wise County,"7,216","5,892","8,540",10.2,8.3,12.1,"2,380","1,789","2,971",13.7,10.3,17.1,"1,745","1,292","2,198",13.1,9.7,16.5,"77,668","71,384","83,952",.,.,.,.,.,.
48,499,TX,Wood County,"6,250","4,997","7,503",14.1,11.3,16.9,"1,818","1,305","2,331",21.5,15.4,27.6,"1,311",908,"1,714",20.5,14.2,26.8,"53,485","47,376","59,594",.,.,.,.,.,.
48,501,TX,Yoakum County,971,729,"1,213",12.8,9.6,16,481,342,620,19,13.5,24.5,346,236,456,18.6,12.7,24.5,"66,816","61,476","72,156",.,.,.,.,.,.
48,503,TX,Young County,"2,628","2,037","3,219",14.8,11.5,18.1,892,635,"1,149",21.1,15,27.2,635,436,834,19.9,13.7,26.1,"53,715","47,882","59,548",.,.,.,.,.,.
48,505,TX,Zapata County,"4,001","3,159","4,843",28.9,22.8,35,"2,012","1,472","2,552",44.6,32.6,56.6,"1,409",993,"1,825",40.5,28.6,52.4,"37,474","32,949","41,999",.,.,.,.,.,.
48,507,TX,Zavala County,"2,338","1,741","2,935",25.4,18.9,31.9,"1,052",743,"1,361",38.8,27.4,50.2,766,519,"1,013",37.5,25.4,49.6,"35,046","30,994","39,098",.,.,.,.,.,.
49,0,UT,Utah,"286,086","273,709","298,463",8.7,8.3,9.1,"79,258","73,557","84,959",8.5,7.9,9.1,"52,922","47,900","57,944",7.6,6.9,8.3,"79,449","78,242","80,656","22,873","20,451","25,295",9.8,8.8,10.8
49,1,UT,Beaver County,662,503,821,9.2,7,11.4,290,203,377,13,9.1,16.9,199,133,265,11.6,7.7,15.5,"59,437","52,228","66,646",.,.,.,.,.,.
49,3,UT,Box Elder County,"4,712","3,830","5,594",8,6.5,9.5,"1,469","1,028","1,910",8.1,5.7,10.5,"1,014",671,"1,357",7.3,4.8,9.8,"69,538","63,905","75,171",.,.,.,.,.,.
49,5,UT,Cache County,"14,719","12,630","16,808",11,9.4,12.6,"3,633","2,781","4,485",9,6.9,11.1,"2,414","1,756","3,072",8,5.8,10.2,"69,670","65,453","73,887",.,.,.,.,.,.
49,7,UT,Carbon County,"3,166","2,595","3,737",15.9,13,18.8,910,660,"1,160",17.8,12.9,22.7,607,417,797,15.6,10.7,20.5,"50,503","46,078","54,928",.,.,.,.,.,.
49,9,UT,Daggett County,70,53,87,7.2,5.5,8.9,24,16,32,11.2,7.7,14.7,17,11,23,10.1,6.5,13.7,"57,400","50,049","64,751",.,.,.,.,.,.
49,11,UT,Davis County,"23,286","19,967","26,605",6.4,5.5,7.3,"7,175","5,717","8,633",6.4,5.1,7.7,"4,254","3,105","5,403",5,3.7,6.3,"93,260","89,235","97,285",.,.,.,.,.,.
49,13,UT,Duchesne County,"2,555","1,974","3,136",13.1,10.1,16.1,"1,045",744,"1,346",16.3,11.6,21,724,494,954,15,10.2,19.8,"63,327","57,449","69,205",.,.,.,.,.,.
49,15,UT,Emery County,"1,173",906,"1,440",11.8,9.1,14.5,414,294,534,14.8,10.5,19.1,288,196,380,13.2,9,17.4,"62,257","56,602","67,912",.,.,.,.,.,.
49,17,UT,Garfield County,490,371,609,9.9,7.5,12.3,164,113,215,15,10.4,19.6,112,73,151,13.5,8.8,18.2,"56,943","50,543","63,343",.,.,.,.,.,.
49,19,UT,Grand County,"1,061",810,"1,312",11.1,8.5,13.7,327,227,427,16.8,11.6,22,221,144,298,15.5,10.1,20.9,"52,645","49,812","55,478",.,.,.,.,.,.
49,21,UT,Iron County,"7,906","6,384","9,428",13.3,10.7,15.9,"2,432","1,746","3,118",14.5,10.4,18.6,"1,656","1,129","2,183",13.2,9,17.4,"61,421","55,405","67,437",.,.,.,.,.,.
49,23,UT,Juab County,"1,057",830,"1,284",8.8,6.9,10.7,437,312,562,10.8,7.7,13.9,305,205,405,10,6.7,13.3,"77,036","68,797","85,275",.,.,.,.,.,.
49,25,UT,Kane County,729,560,898,9.4,7.2,11.6,231,160,302,12.5,8.7,16.3,160,105,215,11.4,7.4,15.4,"62,311","54,975","69,647",.,.,.,.,.,.
49,27,UT,Millard County,"1,322",990,"1,654",10.2,7.7,12.7,559,381,737,13.7,9.4,18,387,249,525,12.4,8,16.8,"68,131","62,177","74,085",.,.,.,.,.,.
49,29,UT,Morgan County,564,425,703,4.5,3.4,5.6,197,136,258,4.6,3.2,6,140,91,189,4,2.6,5.4,"111,472","98,991","123,953",.,.,.,.,.,.
49,31,UT,Piute County,219,168,270,15.1,11.6,18.6,76,52,100,25.3,17.4,33.2,52,34,70,22.5,14.6,30.4,"50,768","44,841","56,695",.,.,.,.,.,.
49,33,UT,Rich County,208,156,260,8,6,10,84,58,110,11.3,7.8,14.8,58,38,78,9.8,6.4,13.2,"70,815","61,909","79,721",.,.,.,.,.,.
49,35,UT,Salt Lake County,"103,046","94,119","111,973",8.8,8,9.6,"26,821","22,961","30,681",8.9,7.6,10.2,"17,989","14,798","21,180",8,6.6,9.4,"80,676","79,068","82,284",.,.,.,.,.,.
49,37,UT,San Juan County,"3,832","3,266","4,398",26.8,22.8,30.8,"1,254",966,"1,542",30.4,23.4,37.4,979,766,"1,192",30.1,23.5,36.7,"48,071","42,398","53,744",.,.,.,.,.,.
49,39,UT,Sanpete County,"3,129","2,423","3,835",11.7,9.1,14.3,826,552,"1,100",12,8,16,567,350,784,11.4,7,15.8,"62,098","59,107","65,089",.,.,.,.,.,.
49,41,UT,Sevier County,"2,107","1,605","2,609",9.7,7.4,12,750,506,994,12.4,8.4,16.4,525,337,713,11.4,7.3,15.5,"68,303","63,298","73,308",.,.,.,.,.,.
49,43,UT,Summit County,"2,509","2,018","3,000",5.8,4.7,6.9,571,413,729,5.8,4.2,7.4,391,266,516,5,3.4,6.6,"124,354","112,007","136,701",.,.,.,.,.,.
49,45,UT,Tooele County,"4,289","3,246","5,332",5.6,4.2,7,"1,428",957,"1,899",6,4,8,982,616,"1,348",5.4,3.4,7.4,"90,591","83,694","97,488",.,.,.,.,.,.
49,47,UT,Uintah County,"4,285","3,309","5,261",11.9,9.2,14.6,"1,729","1,220","2,238",15.2,10.7,19.7,"1,154",763,"1,545",13.4,8.9,17.9,"64,105","57,240","70,970",.,.,.,.,.,.
49,49,UT,Utah County,"54,542","48,184","60,900",8.1,7.2,9,"13,609","10,717","16,501",6.2,4.9,7.5,"9,198","6,937","11,459",5.8,4.4,7.2,"86,597","83,438","89,756",.,.,.,.,.,.
49,51,UT,Wasatch County,"1,751","1,343","2,159",4.9,3.8,6,655,453,857,6.2,4.3,8.1,447,291,603,5.4,3.5,7.3,"102,206","90,123","114,289",.,.,.,.,.,.
49,53,UT,Washington County,"17,782","15,086","20,478",9.4,8,10.8,"4,614","3,246","5,982",9.9,7,12.8,"3,211","2,150","4,272",9.1,6.1,12.1,"63,639","59,157","68,121",.,.,.,.,.,.
49,55,UT,Wayne County,283,213,353,11.1,8.4,13.8,88,60,116,15.3,10.5,20.1,61,39,83,14.4,9.3,19.5,"57,768","50,813","64,723",.,.,.,.,.,.
49,57,UT,Weber County,"24,635","20,841","28,429",9.3,7.9,10.7,"7,446","5,824","9,068",10.4,8.1,12.7,"4,810","3,514","6,106",9,6.6,11.4,"72,348","68,967","75,729",.,.,.,.,.,.
50,0,VT,Vermont,"63,208","59,860","66,556",10.2,9.7,10.7,"12,908","11,928","13,888",11.2,10.3,12.1,"9,163","8,336","9,990",10.5,9.6,11.4,"72,415","70,396","74,434","3,196","2,682","3,710",11.6,9.7,13.5
50,1,VT,Addison County,"2,919","2,228","3,610",8.4,6.4,10.4,551,370,732,9.3,6.2,12.4,390,255,525,8.8,5.8,11.8,"79,756","75,313","84,199",.,.,.,.,.,.
50,3,VT,Bennington County,"4,471","3,471","5,471",12.5,9.7,15.3,"1,110",772,"1,448",16.1,11.2,21,773,514,"1,032",14.7,9.8,19.6,"65,185","58,751","71,619",.,.,.,.,.,.
50,5,VT,Caledonia County,"3,687","2,952","4,422",12.5,10,15,872,623,"1,121",15.4,11,19.8,535,335,735,12.4,7.8,17,"59,762","55,026","64,498",.,.,.,.,.,.
50,7,VT,Chittenden County,"15,931","13,894","17,968",10,8.7,11.3,"2,305","1,670","2,940",7.9,5.7,10.1,"1,642","1,167","2,117",7.4,5.2,9.6,"84,290","80,621","87,959",.,.,.,.,.,.
50,9,VT,Essex County,854,667,"1,041",14.4,11.2,17.6,181,121,241,18.1,12.1,24.1,129,83,175,16.6,10.6,22.6,"50,840","45,583","56,097",.,.,.,.,.,.
50,11,VT,Franklin County,"4,578","3,677","5,479",9.2,7.4,11,"1,183",850,"1,516",10.9,7.8,14,845,593,"1,097",10.4,7.3,13.5,"69,583","64,072","75,094",.,.,.,.,.,.
50,13,VT,Grand Isle County,574,422,726,7.7,5.6,9.8,158,100,216,12.5,7.9,17.1,113,69,157,11.8,7.2,16.4,"80,693","74,259","87,127",.,.,.,.,.,.
50,15,VT,Lamoille County,"2,222","1,704","2,740",8.7,6.7,10.7,551,355,747,10.7,6.9,14.5,410,260,560,10.5,6.7,14.3,"64,083","57,438","70,728",.,.,.,.,.,.
50,17,VT,Orange County,"2,827","2,187","3,467",9.8,7.6,12,645,442,848,12.4,8.5,16.3,482,325,639,12.1,8.2,16,"71,487","67,368","75,606",.,.,.,.,.,.
50,19,VT,Orleans County,"3,384","2,613","4,155",12.6,9.7,15.5,879,578,"1,180",16.7,11,22.4,613,383,843,15.5,9.7,21.3,"54,346","48,913","59,779",.,.,.,.,.,.
50,21,VT,Rutland County,"6,135","4,725","7,545",10.5,8.1,12.9,"1,381",917,"1,845",13.4,8.9,17.9,"1,012",658,"1,366",12.9,8.4,17.4,"59,916","55,584","64,248",.,.,.,.,.,.
50,23,VT,Washington County,"5,015","3,920","6,110",8.8,6.9,10.7,984,658,"1,310",9.3,6.2,12.4,709,462,956,8.8,5.7,11.9,"75,692","70,671","80,713",.,.,.,.,.,.
50,25,VT,Windham County,"5,065","3,964","6,166",11.3,8.8,13.8,"1,100",723,"1,477",14.1,9.3,18.9,783,499,"1,067",13.2,8.4,18,"64,381","60,013","68,749",.,.,.,.,.,.
50,27,VT,Windsor County,"5,547","4,496","6,598",9.7,7.9,11.5,"1,008",673,"1,343",9.9,6.6,13.2,727,472,982,9.3,6,12.6,"65,086","59,915","70,257",.,.,.,.,.,.
51,0,VA,Virginia,"862,792","843,622","881,962",10.3,10.1,10.5,"247,264","237,600","256,928",13.3,12.8,13.8,"172,697","164,587","180,807",12.6,12,13.2,"80,926","80,203","81,649","69,303","64,164","74,442",14.4,13.3,15.5
51,1,VA,Accomack County,"5,326","4,096","6,556",16.2,12.5,19.9,"1,725","1,232","2,218",25.7,18.4,33,"1,189",802,"1,576",23.8,16.1,31.5,"50,949","45,481","56,417",.,.,.,.,.,.
51,3,VA,Albemarle County,"7,465","5,780","9,150",7,5.4,8.6,"1,821","1,285","2,357",8.2,5.8,10.6,"1,296",880,"1,712",7.9,5.4,10.4,"91,849","86,125","97,573",.,.,.,.,.,.
51,5,VA,Alleghany County,"1,967","1,549","2,385",13.3,10.5,16.1,529,370,688,19.7,13.8,25.6,382,256,508,18.6,12.5,24.7,"49,197","44,695","53,699",.,.,.,.,.,.
51,7,VA,Amelia County,"1,307","1,015","1,599",9.9,7.7,12.1,367,258,476,13.8,9.7,17.9,259,174,344,13.2,8.9,17.5,"62,884","55,162","70,606",.,.,.,.,.,.
51,9,VA,Amherst County,"3,742","2,926","4,558",12.4,9.7,15.1,"1,063",759,"1,367",17.4,12.4,22.4,737,509,965,16.4,11.3,21.5,"57,294","51,767","62,821",.,.,.,.,.,.
51,11,VA,Appomattox County,"1,873","1,439","2,307",11.5,8.8,14.2,569,404,734,16.1,11.4,20.8,394,265,523,15.7,10.5,20.9,"58,860","52,402","65,318",.,.,.,.,.,.
51,13,VA,Arlington County,"18,150","15,509","20,791",7.9,6.8,9,"3,999","3,025","4,973",9.5,7.2,11.8,"2,714","1,984","3,444",9,6.6,11.4,"124,474","119,849","129,099",.,.,.,.,.,.
51,15,VA,Augusta County,"6,314","5,006","7,622",8.5,6.7,10.3,"1,633","1,207","2,059",11.4,8.4,14.4,"1,119",773,"1,465",10.2,7.1,13.3,"69,243","63,176","75,310",.,.,.,.,.,.
51,17,VA,Bath County,449,345,553,11.1,8.5,13.7,109,77,141,17,12,22,76,51,101,16.9,11.4,22.4,"56,200","49,189","63,211",.,.,.,.,.,.
51,19,VA,Bedford County,"7,042","5,541","8,543",8.8,6.9,10.7,"1,860","1,373","2,347",12,8.9,15.1,"1,374","1,009","1,739",11.6,8.5,14.7,"66,026","60,864","71,188",.,.,.,.,.,.
51,21,VA,Bland County,796,604,988,14.4,10.9,17.9,155,109,201,17.4,12.2,22.6,107,72,142,16,10.7,21.3,"50,492","44,587","56,397",.,.,.,.,.,.
51,23,VA,Botetourt County,"2,335","1,859","2,811",7,5.6,8.4,501,353,649,8,5.6,10.4,360,244,476,7.4,5,9.8,"74,081","67,909","80,253",.,.,.,.,.,.
51,25,VA,Brunswick County,"2,955","2,287","3,623",21.3,16.5,26.1,763,570,956,30.5,22.8,38.2,568,417,719,30.6,22.5,38.7,"47,401","42,725","52,077",.,.,.,.,.,.
51,27,VA,Buchanan County,"4,502","3,498","5,506",23.9,18.6,29.2,"1,102",824,"1,380",34.2,25.6,42.8,724,504,944,29.8,20.8,38.8,"38,087","34,111","42,063",.,.,.,.,.,.
51,29,VA,Buckingham County,"2,487","1,848","3,126",16.8,12.5,21.1,646,449,843,21.7,15.1,28.3,442,286,598,19.8,12.8,26.8,"54,263","49,592","58,934",.,.,.,.,.,.
51,31,VA,Campbell County,"6,018","4,708","7,328",10.9,8.5,13.3,"1,690","1,181","2,199",15.5,10.8,20.2,"1,164",775,"1,553",14.5,9.7,19.3,"53,059","50,168","55,950",.,.,.,.,.,.
51,33,VA,Caroline County,"3,357","2,665","4,049",10.9,8.7,13.1,"1,079",804,"1,354",15.5,11.5,19.5,747,538,956,14.5,10.4,18.6,"73,390","67,445","79,335",.,.,.,.,.,.
51,35,VA,Carroll County,"4,231","3,348","5,114",14.6,11.5,17.7,"1,201",904,"1,498",23.8,17.9,29.7,854,629,"1,079",22.4,16.5,28.3,"45,956","42,043","49,869",.,.,.,.,.,.
51,36,VA,Charles City County,753,576,930,11.4,8.7,14.1,176,124,228,19,13.4,24.6,122,80,164,17.6,11.6,23.6,"63,299","56,247","70,351",.,.,.,.,.,.
51,37,VA,Charlotte County,"1,917","1,470","2,364",16.9,12.9,20.9,619,428,810,25.8,17.9,33.7,446,295,597,24.7,16.4,33,"48,382","43,510","53,254",.,.,.,.,.,.
51,41,VA,Chesterfield County,"26,947","22,687","31,207",7.4,6.2,8.6,"8,415","6,527","10,303",9.7,7.5,11.9,"5,427","3,969","6,885",8.3,6.1,10.5,"86,101","82,991","89,211",.,.,.,.,.,.
51,43,VA,Clarke County,"1,059",831,"1,287",7.2,5.6,8.8,224,162,286,7.9,5.7,10.1,148,99,197,6.6,4.4,8.8,"91,603","80,860","102,346",.,.,.,.,.,.
51,45,VA,Craig County,557,432,682,11.5,8.9,14.1,152,108,196,18.5,13.2,23.8,107,71,143,16.7,11.1,22.3,"57,299","50,651","63,947",.,.,.,.,.,.
51,47,VA,Culpeper County,"4,647","3,554","5,740",8.9,6.8,11,"1,572","1,111","2,033",12,8.5,15.5,"1,105",742,"1,468",11.3,7.6,15,"82,220","73,727","90,713",.,.,.,.,.,.
51,49,VA,Cumberland County,"1,432","1,089","1,775",14.8,11.3,18.3,445,310,580,23.9,16.6,31.2,324,217,431,23.8,15.9,31.7,"52,200","45,767","58,633",.,.,.,.,.,.
51,51,VA,Dickenson County,"2,929","2,262","3,596",22,17,27,724,527,921,27.7,20.1,35.3,519,367,671,25.7,18.2,33.2,"39,722","35,131","44,313",.,.,.,.,.,.
51,53,VA,Dinwiddie County,"3,268","2,637","3,899",11.9,9.6,14.2,901,659,"1,143",16.2,11.8,20.6,638,444,832,14.9,10.4,19.4,"66,397","59,157","73,637",.,.,.,.,.,.
51,57,VA,Essex County,"1,211",907,"1,515",11.5,8.6,14.4,382,265,499,20.5,14.2,26.8,277,184,370,21.2,14.1,28.3,"59,012","51,889","66,135",.,.,.,.,.,.
51,59,VA,Fairfax County,"79,572","71,140","88,004",7.1,6.4,7.8,"23,029","19,466","26,592",8.8,7.4,10.2,"17,656","15,081","20,231",9.1,7.8,10.4,"133,845","131,600","136,090",.,.,.,.,.,.
51,61,VA,Fauquier County,"4,780","3,816","5,744",6.5,5.2,7.8,"1,203",879,"1,527",7.2,5.3,9.1,793,548,"1,038",6.2,4.3,8.1,"106,714","98,593","114,835",.,.,.,.,.,.
51,63,VA,Floyd County,"1,880","1,442","2,318",12.1,9.3,14.9,490,348,632,16.7,11.9,21.5,335,227,443,15.3,10.4,20.2,"54,765","48,314","61,216",.,.,.,.,.,.
51,65,VA,Fluvanna County,"2,027","1,565","2,489",7.7,6,9.4,491,344,638,9.3,6.5,12.1,339,227,451,8.5,5.7,11.3,"77,226","69,831","84,621",.,.,.,.,.,.
51,67,VA,Franklin County,"6,052","4,704","7,400",11.2,8.7,13.7,"1,702","1,216","2,188",16.8,12,21.6,"1,205",831,"1,579",15.8,10.9,20.7,"60,062","55,586","64,538",.,.,.,.,.,.
51,69,VA,Frederick County,"6,980","5,589","8,371",7.5,6,9,"2,080","1,538","2,622",9.9,7.3,12.5,"1,493","1,073","1,913",9.4,6.7,12.1,"85,262","78,429","92,095",.,.,.,.,.,.
51,71,VA,Giles County,"1,934","1,516","2,352",11.8,9.3,14.3,552,392,712,17.3,12.3,22.3,383,261,505,15.7,10.7,20.7,"55,018","50,436","59,600",.,.,.,.,.,.
51,73,VA,Gloucester County,"3,252","2,479","4,025",8.4,6.4,10.4,939,656,"1,222",12.2,8.5,15.9,671,451,891,11.6,7.8,15.4,"75,630","69,069","82,191",.,.,.,.,.,.
51,75,VA,Goochland County,"1,549","1,163","1,935",6.3,4.7,7.9,339,237,441,8.1,5.7,10.5,246,164,328,7.7,5.1,10.3,"104,379","92,088","116,670",.,.,.,.,.,.
51,77,VA,Grayson County,"2,527","1,941","3,113",17.6,13.5,21.7,592,416,768,24.4,17.1,31.7,423,281,565,23.1,15.4,30.8,"42,553","37,856","47,250",.,.,.,.,.,.
51,79,VA,Greene County,"1,630","1,252","2,008",7.8,6,9.6,580,406,754,11.8,8.3,15.3,411,273,549,11.3,7.5,15.1,"76,941","69,503","84,379",.,.,.,.,.,.
51,81,VA,Greensville County,"1,945","1,463","2,427",24.4,18.3,30.5,445,311,579,25.4,17.7,33.1,294,190,398,22.5,14.5,30.5,"49,323","43,246","55,400",.,.,.,.,.,.
51,83,VA,Halifax County,"5,290","4,176","6,404",16,12.6,19.4,"1,533","1,112","1,954",22.4,16.2,28.6,"1,068",736,"1,400",21.2,14.6,27.8,"46,244","43,174","49,314",.,.,.,.,.,.
51,85,VA,Hanover County,"7,297","6,226","8,368",6.7,5.7,7.7,"2,020","1,673","2,367",8.5,7,10,"1,430","1,158","1,702",7.7,6.2,9.2,"95,195","89,849","100,541",.,.,.,.,.,.
51,87,VA,Henrico County,"23,099","18,974","27,224",7,5.8,8.2,"7,300","5,164","9,436",9.9,7,12.8,"4,963","3,341","6,585",9.1,6.1,12.1,"78,888","75,702","82,074",.,.,.,.,.,.
51,89,VA,Henry County,"8,421","6,846","9,996",17,13.8,20.2,"2,340","1,732","2,948",24.6,18.2,31,"1,499","1,008","1,990",20.5,13.8,27.2,"45,784","41,010","50,558",.,.,.,.,.,.
51,91,VA,Highland County,290,220,360,13.1,10,16.2,60,42,78,21.6,15.1,28.1,42,28,56,21.1,14,28.2,"48,972","43,065","54,879",.,.,.,.,.,.
51,93,VA,Isle of Wight County,"3,205","2,518","3,892",8.2,6.4,10,947,696,"1,198",11.4,8.4,14.4,670,478,862,10.5,7.5,13.5,"86,286","79,637","92,935",.,.,.,.,.,.
51,95,VA,James City County,"5,538","4,409","6,667",7,5.6,8.4,"1,592","1,190","1,994",10.3,7.7,12.9,"1,135",820,"1,450",9.6,6.9,12.3,"92,270","84,968","99,572",.,.,.,.,.,.
51,97,VA,King and Queen County,938,750,"1,126",14.1,11.3,16.9,262,201,323,22.5,17.3,27.7,177,129,225,21,15.3,26.7,"59,730","52,452","67,008",.,.,.,.,.,.
51,99,VA,King George County,"1,776","1,375","2,177",6.5,5,8,562,398,726,8.4,5.9,10.9,395,270,520,7.7,5.2,10.2,"98,668","88,512","108,824",.,.,.,.,.,.
51,101,VA,King William County,"1,280",987,"1,573",7.1,5.5,8.7,409,289,529,10,7.1,12.9,287,195,379,9.4,6.4,12.4,"79,378","70,204","88,552",.,.,.,.,.,.
51,103,VA,Lancaster County,"1,291",983,"1,599",12,9.1,14.9,393,272,514,23.1,16,30.2,287,190,384,22.3,14.8,29.8,"58,578","52,932","64,224",.,.,.,.,.,.
51,105,VA,Lee County,"5,178","4,139","6,217",25.1,20.1,30.1,"1,365",998,"1,732",33.9,24.8,43,983,713,"1,253",32.2,23.4,41,"38,529","34,742","42,316",.,.,.,.,.,.
51,107,VA,Loudoun County,"15,315","12,529","18,101",3.6,2.9,4.3,"4,291","3,150","5,432",3.7,2.7,4.7,"2,842","1,925","3,759",3.2,2.2,4.2,"153,716","149,197","158,235",.,.,.,.,.,.
51,109,VA,Louisa County,"3,873","3,053","4,693",10,7.9,12.1,"1,072",774,"1,370",14.1,10.2,18,735,502,968,13.1,8.9,17.3,"68,838","63,370","74,306",.,.,.,.,.,.
51,111,VA,Lunenburg County,"2,045","1,549","2,541",18.7,14.2,23.2,568,399,737,24.7,17.3,32.1,400,270,530,23.1,15.6,30.6,"44,852","40,350","49,354",.,.,.,.,.,.
51,113,VA,Madison County,"1,294",972,"1,616",9.4,7.1,11.7,433,304,562,15.8,11.1,20.5,300,201,399,14.5,9.7,19.3,"67,527","59,721","75,333",.,.,.,.,.,.
51,115,VA,Mathews County,776,589,963,9.1,6.9,11.3,201,142,260,15.3,10.8,19.8,145,97,193,14.4,9.7,19.1,"69,978","61,844","78,112",.,.,.,.,.,.
51,117,VA,Mecklenburg County,"4,619","3,684","5,554",15.7,12.5,18.9,"1,268",898,"1,638",22.9,16.2,29.6,920,633,"1,207",22.8,15.7,29.9,"48,013","43,567","52,459",.,.,.,.,.,.
51,119,VA,Middlesex County,"1,360","1,036","1,684",13,9.9,16.1,351,247,455,21.1,14.8,27.4,250,170,330,20.9,14.2,27.6,"62,710","55,285","70,135",.,.,.,.,.,.
