State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
12,69,FL,Lake County,"39,022","32,225","45,819",10,8.3,11.7,"11,848","8,802","14,894",15.9,11.8,20,"8,434","5,975","10,893",15.1,10.7,19.5,"64,662","62,439","66,885",.,.,.,.,.,.
12,71,FL,Lee County,"95,012","86,022","104,002",12.2,11,13.4,"24,133","19,987","28,279",18.1,15,21.2,"16,670","13,444","19,896",16.9,13.6,20.2,"66,426","64,361","68,491",.,.,.,.,.,.
12,73,FL,Leon County,"45,137","39,713","50,561",16.2,14.3,18.1,"8,676","6,372","10,980",16.1,11.8,20.4,"6,449","4,569","8,329",16.3,11.6,21,"57,246","54,133","60,359",.,.,.,.,.,.
12,75,FL,Levy County,"8,228","6,694","9,762",18.8,15.3,22.3,"2,783","2,220","3,346",32.8,26.2,39.4,"1,987","1,531","2,443",31.6,24.4,38.8,"45,494","40,627","50,361",.,.,.,.,.,.
12,77,FL,Liberty County,"1,391","1,069","1,713",23.1,17.8,28.4,356,262,450,27.8,20.4,35.2,260,187,333,27.2,19.5,34.9,"48,271","43,614","52,928",.,.,.,.,.,.
12,79,FL,Madison County,"3,585","2,752","4,418",21.8,16.7,26.9,"1,016",733,"1,299",31.2,22.5,39.9,731,510,952,31,21.6,40.4,"43,444","38,424","48,464",.,.,.,.,.,.
12,81,FL,Manatee County,"40,642","34,786","46,498",9.9,8.5,11.3,"11,218","8,617","13,819",15.8,12.1,19.5,"7,824","5,739","9,909",14.7,10.8,18.6,"67,929","65,197","70,661",.,.,.,.,.,.
12,83,FL,Marion County,"50,984","43,423","58,545",13.6,11.6,15.6,"14,714","11,115","18,313",20.7,15.6,25.8,"10,088","7,380","12,796",19.2,14.1,24.3,"54,555","51,705","57,405",.,.,.,.,.,.
12,85,FL,Martin County,"17,768","15,144","20,392",11.4,9.7,13.1,"4,285","3,407","5,163",16.9,13.4,20.4,"2,923","2,198","3,648",15.3,11.5,19.1,"67,059","62,185","71,933",.,.,.,.,.,.
12,86,FL,Miami-Dade County,"398,855","373,824","423,886",15.2,14.2,16.2,"95,520","83,161","107,879",18.1,15.8,20.4,"63,544","53,504","73,584",16.5,13.9,19.1,"58,905","57,913","59,897",.,.,.,.,.,.
12,87,FL,Monroe County,"8,907","7,206","10,608",11,8.9,13.1,"2,200","1,572","2,828",17.4,12.4,22.4,"1,597","1,115","2,079",17.3,12.1,22.5,"68,975","62,888","75,062",.,.,.,.,.,.
12,89,FL,Nassau County,"9,280","7,797","10,763",9.9,8.3,11.5,"2,615","2,072","3,158",14.3,11.3,17.3,"1,694","1,229","2,159",12.4,9,15.8,"78,069","72,454","83,684",.,.,.,.,.,.
12,91,FL,Okaloosa County,"20,091","16,556","23,626",9.7,8,11.4,"6,869","5,208","8,530",14.6,11.1,18.1,"4,399","3,098","5,700",13,9.1,16.9,"69,053","64,562","73,544",.,.,.,.,.,.
12,93,FL,Okeechobee County,"7,841","6,448","9,234",20.9,17.2,24.6,"2,527","1,947","3,107",30.4,23.4,37.4,"1,708","1,252","2,164",29.1,21.3,36.9,"47,642","42,074","53,210",.,.,.,.,.,.
12,95,FL,Orange County,"208,064","191,194","224,934",14.9,13.7,16.1,"61,799","54,304","69,294",20.4,17.9,22.9,"42,646","36,484","48,808",19.2,16.4,22,"64,579","62,293","66,865",.,.,.,.,.,.
12,97,FL,Osceola County,"53,195","46,017","60,373",13.3,11.5,15.1,"19,602","15,592","23,612",20.4,16.2,24.6,"14,379","11,248","17,510",19.9,15.6,24.2,"60,495","57,257","63,733",.,.,.,.,.,.
12,99,FL,Palm Beach County,"171,280","156,914","185,646",11.6,10.6,12.6,"44,343","37,802","50,884",15.9,13.6,18.2,"31,819","26,725","36,913",15.4,12.9,17.9,"70,024","68,087","71,961",.,.,.,.,.,.
12,101,FL,Pasco County,"67,129","59,441","74,817",11.6,10.3,12.9,"19,689","16,274","23,104",16.8,13.9,19.7,"14,265","11,715","16,815",16.1,13.2,19,"59,555","56,613","62,497",.,.,.,.,.,.
12,103,FL,Pinellas County,"115,468","105,953","124,983",12.3,11.3,13.3,"23,054","18,514","27,594",15.7,12.6,18.8,"17,544","13,973","21,115",16,12.7,19.3,"61,851","60,305","63,397",.,.,.,.,.,.
12,105,FL,Polk County,"115,547","105,727","125,367",15.6,14.3,16.9,"37,210","32,095","42,325",22.7,19.6,25.8,"25,724","21,534","29,914",21.2,17.7,24.7,"56,344","54,365","58,323",.,.,.,.,.,.
12,107,FL,Putnam County,"19,159","16,450","21,868",26.3,22.6,30,"6,364","5,266","7,462",41.1,34,48.2,"4,609","3,736","5,482",40.3,32.7,47.9,"38,759","34,651","42,867",.,.,.,.,.,.
12,109,FL,St. Johns County,"18,142","14,842","21,442",6.3,5.2,7.4,"4,120","3,031","5,209",6.6,4.9,8.3,"2,902","2,031","3,773",5.9,4.1,7.7,"94,662","87,155","102,169",.,.,.,.,.,.
12,111,FL,St. Lucie County,"38,819","32,047","45,591",11.4,9.4,13.4,"12,243","9,354","15,132",18.4,14.1,22.7,"8,855","6,531","11,179",17.7,13,22.4,"62,378","58,110","66,646",.,.,.,.,.,.
12,113,FL,Santa Rosa County,"16,609","13,127","20,091",8.9,7,10.8,"4,998","3,677","6,319",12,8.8,15.2,"3,200","2,180","4,220",10.1,6.9,13.3,"80,837","77,300","84,374",.,.,.,.,.,.
12,115,FL,Sarasota County,"37,895","32,020","43,770",8.6,7.3,9.9,"8,180","6,101","10,259",13.3,9.9,16.7,"6,095","4,427","7,763",13,9.4,16.6,"71,630","68,823","74,437",.,.,.,.,.,.
12,117,FL,Seminole County,"43,726","37,591","49,861",9.4,8.1,10.7,"10,806","8,249","13,363",11.2,8.5,13.9,"7,461","5,475","9,447",10.2,7.5,12.9,"70,470","67,707","73,233",.,.,.,.,.,.
12,119,FL,Sumter County,"12,096","9,906","14,286",9.5,7.8,11.2,"2,398","1,812","2,984",25.6,19.3,31.9,"1,665","1,202","2,128",23.8,17.2,30.4,"69,707","63,697","75,717",.,.,.,.,.,.
12,121,FL,Suwannee County,"8,648","7,000","10,296",20.6,16.7,24.5,"2,641","1,936","3,346",28.4,20.8,36,"1,880","1,320","2,440",27.3,19.2,35.4,"46,284","41,597","50,971",.,.,.,.,.,.
12,123,FL,Taylor County,"3,889","2,965","4,813",20.1,15.3,24.9,"1,214",870,"1,558",28.6,20.5,36.7,869,602,"1,136",28,19.4,36.6,"47,083","41,502","52,664",.,.,.,.,.,.
12,125,FL,Union County,"2,536","1,970","3,102",22.7,17.6,27.8,799,605,993,24.3,18.4,30.2,568,419,717,23.2,17.1,29.3,"48,667","42,949","54,385",.,.,.,.,.,.
12,127,FL,Volusia County,"75,803","68,095","83,511",13.8,12.4,15.2,"18,552","14,766","22,338",19.1,15.2,23,"13,298","10,097","16,499",18.5,14.1,22.9,"58,246","56,425","60,067",.,.,.,.,.,.
12,129,FL,Wakulla County,"3,164","2,279","4,049",10.1,7.3,12.9,"1,191",854,"1,528",16.8,12,21.6,835,576,"1,094",15.6,10.8,20.4,"71,962","65,915","78,009",.,.,.,.,.,.
12,131,FL,Walton County,"9,632","7,808","11,456",12.4,10.1,14.7,"3,047","2,298","3,796",18.8,14.2,23.4,"2,094","1,514","2,674",17.6,12.7,22.5,"64,779","59,844","69,714",.,.,.,.,.,.
12,133,FL,Washington County,"4,395","3,504","5,286",19.2,15.3,23.1,"1,390","1,023","1,757",28.1,20.7,35.5,"1,012",727,"1,297",27.6,19.8,35.4,"47,930","42,671","53,189",.,.,.,.,.,.
13,0,GA,Georgia,"1,493,837","1,463,589","1,524,085",14.2,13.9,14.5,"508,616","493,608","523,624",20.5,19.9,21.1,"364,720","352,070","377,370",19.6,18.9,20.3,"66,507","65,802","67,212","135,538","128,008","143,068",22,20.8,23.2
13,1,GA,Appling County,"3,292","2,554","4,030",18.2,14.1,22.3,"1,232",867,"1,597",27.6,19.4,35.8,869,589,"1,149",26.2,17.7,34.7,"46,530","41,109","51,951",.,.,.,.,.,.
13,3,GA,Atkinson County,"1,983","1,570","2,396",23.8,18.8,28.8,821,620,"1,022",38.7,29.2,48.2,560,408,712,36.2,26.4,46,"40,303","35,737","44,869",.,.,.,.,.,.
13,5,GA,Bacon County,"2,522","1,997","3,047",23.4,18.5,28.3,990,738,"1,242",35.7,26.6,44.8,679,492,866,33.3,24.1,42.5,"43,154","38,008","48,300",.,.,.,.,.,.
13,7,GA,Baker County,728,566,890,25.9,20.1,31.7,220,160,280,41.5,30.1,52.9,161,114,208,40.3,28.6,52,"44,106","38,607","49,605",.,.,.,.,.,.
13,9,GA,Baldwin County,"9,332","7,783","10,881",24.4,20.4,28.4,"2,505","1,880","3,130",31.6,23.7,39.5,"1,606","1,104","2,108",26.9,18.5,35.3,"44,685","39,985","49,385",.,.,.,.,.,.
13,11,GA,Banks County,"2,363","1,848","2,878",12.8,10,15.6,753,552,954,19.4,14.2,24.6,530,378,682,18.5,13.2,23.8,"60,485","53,595","67,375",.,.,.,.,.,.
13,13,GA,Barrow County,"8,262","6,676","9,848",9.6,7.8,11.4,"2,911","2,111","3,711",13.3,9.6,17,"2,175","1,535","2,815",13.3,9.4,17.2,"67,646","62,183","73,109",.,.,.,.,.,.
13,15,GA,Bartow County,"12,677","10,063","15,291",11.6,9.2,14,"4,426","3,275","5,577",17.3,12.8,21.8,"3,213","2,324","4,102",16.9,12.2,21.6,"67,604","60,978","74,230",.,.,.,.,.,.
13,17,GA,Ben Hill County,"3,731","2,859","4,603",22.1,16.9,27.3,"1,441","1,029","1,853",34.4,24.6,44.2,"1,011",697,"1,325",32.2,22.2,42.2,"39,863","34,989","44,737",.,.,.,.,.,.
13,19,GA,Berrien County,"3,091","2,392","3,790",17.2,13.3,21.1,"1,192",847,"1,537",27.9,19.8,36,843,576,"1,110",26.7,18.3,35.1,"46,404","40,963","51,845",.,.,.,.,.,.
13,21,GA,Bibb County,"36,780","32,542","41,018",24.5,21.7,27.3,"14,445","12,327","16,563",39,33.3,44.7,"10,134","8,405","11,863",37.2,30.9,43.5,"47,859","44,798","50,920",.,.,.,.,.,.
13,23,GA,Bleckley County,"2,153","1,703","2,603",19,15,23,691,519,863,28.8,21.6,36,472,331,613,26.4,18.5,34.3,"51,770","45,447","58,093",.,.,.,.,.,.
13,25,GA,Brantley County,"3,310","2,646","3,974",18.4,14.7,22.1,"1,136",817,"1,455",27.4,19.7,35.1,805,555,"1,055",26.1,18,34.2,"48,076","42,202","53,950",.,.,.,.,.,.
13,27,GA,Brooks County,"3,809","3,016","4,602",23.5,18.6,28.4,"1,247",914,"1,580",36,26.4,45.6,907,649,"1,165",34.9,25,44.8,"40,936","35,887","45,985",.,.,.,.,.,.
13,29,GA,Bryan County,"3,766","2,878","4,654",8.1,6.2,10,"1,523","1,091","1,955",11.2,8,14.4,"1,088",751,"1,425",10.5,7.3,13.7,"87,334","77,513","97,155",.,.,.,.,.,.
13,31,GA,Bulloch County,"16,122","13,384","18,860",21.3,17.7,24.9,"4,073","3,185","4,961",25.3,19.8,30.8,"2,795","2,072","3,518",24,17.8,30.2,"53,105","48,634","57,576",.,.,.,.,.,.
13,33,GA,Burke County,"4,961","3,860","6,062",20.7,16.1,25.3,"1,828","1,297","2,359",30.5,21.7,39.3,"1,297",895,"1,699",28.5,19.7,37.3,"46,977","41,987","51,967",.,.,.,.,.,.
13,35,GA,Butts County,"3,195","2,388","4,002",14,10.5,17.5,"1,068",756,"1,380",20.6,14.6,26.6,779,533,"1,025",20.3,13.9,26.7,"61,471","55,293","67,649",.,.,.,.,.,.
13,37,GA,Calhoun County,"1,380","1,054","1,706",34,26,42,346,249,443,39.1,28.1,50.1,241,165,317,36.5,25,48,"38,232","33,936","42,528",.,.,.,.,.,.
13,39,GA,Camden County,"6,323","5,043","7,603",11.8,9.4,14.2,"2,200","1,645","2,755",16.6,12.4,20.8,"1,600","1,180","2,020",16.7,12.3,21.1,"63,482","58,086","68,878",.,.,.,.,.,.
13,43,GA,Candler County,"2,371","1,827","2,915",22,16.9,27.1,948,682,"1,214",34,24.5,43.5,672,470,874,31.8,22.2,41.4,"41,593","36,905","46,281",.,.,.,.,.,.
13,45,GA,Carroll County,"19,224","16,296","22,152",16.3,13.8,18.8,"5,634","4,368","6,900",20,15.5,24.5,"3,963","2,968","4,958",19.2,14.4,24,"59,894","54,120","65,668",.,.,.,.,.,.
13,47,GA,Catoosa County,"7,873","6,155","9,591",11.6,9.1,14.1,"2,589","1,925","3,253",17.2,12.8,21.6,"1,846","1,339","2,353",15.9,11.5,20.3,"64,245","58,785","69,705",.,.,.,.,.,.
13,49,GA,Charlton County,"2,575","2,018","3,132",24.6,19.3,29.9,766,580,952,33.5,25.4,41.6,529,381,677,31,22.3,39.7,"47,229","41,588","52,870",.,.,.,.,.,.
13,51,GA,Chatham County,"43,618","37,234","50,002",15.5,13.2,17.8,"14,463","11,436","17,490",24.1,19.1,29.1,"10,539","8,251","12,827",24.4,19.1,29.7,"61,527","59,241","63,813",.,.,.,.,.,.
13,53,GA,Chattahoochee County,"1,114",845,"1,383",16.5,12.5,20.5,344,246,442,17.1,12.2,22,239,165,313,18.8,13,24.6,"53,786","47,916","59,656",.,.,.,.,.,.
13,55,GA,Chattooga County,"4,768","3,897","5,639",20.2,16.5,23.9,"1,544","1,182","1,906",28.6,21.9,35.3,"1,108",822,"1,394",27.9,20.7,35.1,"42,974","37,916","48,032",.,.,.,.,.,.
13,57,GA,Cherokee County,"18,933","15,904","21,962",7,5.9,8.1,"5,775","4,598","6,952",9.2,7.3,11.1,"4,294","3,406","5,182",8.9,7.1,10.7,"96,997","90,711","103,283",.,.,.,.,.,.
13,59,GA,Clarke County,"25,418","21,536","29,300",21.5,18.2,24.8,"5,418","3,975","6,861",25.4,18.6,32.2,"3,797","2,649","4,945",24.8,17.3,32.3,"49,145","45,458","52,832",.,.,.,.,.,.
13,61,GA,Clay County,686,513,859,24.3,18.2,30.4,223,159,287,38.6,27.5,49.7,156,107,205,36.3,24.9,47.7,"35,957","31,599","40,315",.,.,.,.,.,.
13,63,GA,Clayton County,"55,143","47,432","62,854",18.9,16.3,21.5,"23,102","18,677","27,527",29.1,23.5,34.7,"16,187","12,737","19,637",27.5,21.6,33.4,"51,422","47,901","54,943",.,.,.,.,.,.
13,65,GA,Clinch County,"1,590","1,277","1,903",23.9,19.2,28.6,527,385,669,31.4,22.9,39.9,355,246,464,28.6,19.8,37.4,"44,799","39,224","50,374",.,.,.,.,.,.
13,67,GA,Cobb County,"72,765","64,177","81,353",9.6,8.5,10.7,"20,822","16,826","24,818",12.2,9.9,14.5,"14,586","11,535","17,637",11.3,8.9,13.7,"87,532","83,921","91,143",.,.,.,.,.,.
13,69,GA,Coffee County,"10,440","8,859","12,021",26,22.1,29.9,"3,628","2,890","4,366",35,27.9,42.1,"2,682","2,137","3,227",35.4,28.2,42.6,"36,708","32,866","40,550",.,.,.,.,.,.
13,71,GA,Colquitt County,"10,027","8,231","11,823",22.4,18.4,26.4,"3,545","2,700","4,390",30.8,23.5,38.1,"2,247","1,562","2,932",26.2,18.2,34.2,"44,485","39,655","49,315",.,.,.,.,.,.
13,73,GA,Columbia County,"11,580","9,411","13,749",7.3,5.9,8.7,"3,654","2,796","4,512",9.2,7,11.4,"2,634","1,963","3,305",8.7,6.5,10.9,"87,281","80,406","94,156",.,.,.,.,.,.
13,75,GA,Cook County,"3,435","2,704","4,166",20.1,15.8,24.4,"1,310",927,"1,693",30.5,21.6,39.4,908,610,"1,206",27.6,18.5,36.7,"44,995","40,038","49,952",.,.,.,.,.,.
13,77,GA,Coweta County,"12,129","9,691","14,567",8.1,6.5,9.7,"4,310","3,188","5,432",12.5,9.3,15.7,"3,101","2,225","3,977",11.7,8.4,15,"85,182","80,616","89,748",.,.,.,.,.,.
13,79,GA,Crawford County,"1,962","1,514","2,410",16.3,12.6,20,635,460,810,26.3,19.1,33.5,443,308,578,23.3,16.2,30.4,"54,442","48,089","60,795",.,.,.,.,.,.
13,81,GA,Crisp County,"4,729","3,566","5,892",24.2,18.3,30.1,"1,785","1,267","2,303",38.6,27.4,49.8,"1,274",871,"1,677",36.6,25,48.2,"41,505","36,547","46,463",.,.,.,.,.,.
13,83,GA,Dade County,"1,728","1,280","2,176",11.3,8.4,14.2,518,366,670,16.7,11.8,21.6,386,264,508,16.4,11.2,21.6,"64,054","58,886","69,222",.,.,.,.,.,.
13,85,GA,Dawson County,"2,556","2,004","3,108",9,7,11,785,570,"1,000",13.9,10.1,17.7,548,384,712,13.3,9.3,17.3,"76,903","68,202","85,604",.,.,.,.,.,.
13,87,GA,Decatur County,"6,635","5,238","8,032",23.8,18.8,28.8,"2,481","1,851","3,111",35.7,26.6,44.8,"1,825","1,338","2,312",36.2,26.5,45.9,"42,960","37,703","48,217",.,.,.,.,.,.
13,89,GA,DeKalb County,"108,081","94,463","121,699",14.5,12.7,16.3,"37,721","31,398","44,044",22.4,18.6,26.2,"27,419","22,357","32,481",23,18.8,27.2,"70,756","68,634","72,878",.,.,.,.,.,.
13,91,GA,Dodge County,"4,620","3,828","5,412",25.6,21.2,30,"1,165",868,"1,462",31.7,23.6,39.8,861,626,"1,096",31.7,23,40.4,"40,856","36,533","45,179",.,.,.,.,.,.
13,93,GA,Dooly County,"2,108","1,559","2,657",22.5,16.6,28.4,580,408,752,33.8,23.8,43.8,410,276,544,31.9,21.4,42.4,"43,270","37,982","48,558",.,.,.,.,.,.
13,95,GA,Dougherty County,"21,155","17,320","24,990",26.1,21.4,30.8,"7,608","5,898","9,318",38.4,29.8,47,"5,578","4,304","6,852",38.9,30,47.8,"41,985","38,998","44,972",.,.,.,.,.,.
13,97,GA,Douglas County,"18,540","15,334","21,746",12.8,10.6,15,"7,559","5,977","9,141",20.8,16.5,25.1,"5,553","4,324","6,782",19.9,15.5,24.3,"66,162","61,075","71,249",.,.,.,.,.,.
13,99,GA,Early County,"2,730","2,139","3,321",26.1,20.5,31.7,"1,070",785,"1,355",41.5,30.5,52.5,784,567,"1,001",40.7,29.4,52,"38,817","34,335","43,299",.,.,.,.,.,.
13,101,GA,Echols County,794,602,986,21.6,16.4,26.8,306,218,394,31.7,22.5,40.9,223,154,292,30.6,21.1,40.1,"42,241","37,157","47,325",.,.,.,.,.,.
13,103,GA,Effingham County,"6,045","4,824","7,266",9.2,7.3,11.1,"2,189","1,602","2,776",12.6,9.2,16,"1,536","1,082","1,990",11.6,8.2,15,"76,626","70,423","82,829",.,.,.,.,.,.
13,105,GA,Elbert County,"3,710","2,867","4,553",19.2,14.8,23.6,"1,296",938,"1,654",30.3,21.9,38.7,945,666,"1,224",29.5,20.8,38.2,"42,866","38,129","47,603",.,.,.,.,.,.
13,107,GA,Emanuel County,"5,156","4,172","6,140",24.1,19.5,28.7,"1,869","1,427","2,311",33.2,25.4,41,"1,247",875,"1,619",29.8,20.9,38.7,"45,252","42,111","48,393",.,.,.,.,.,.
13,109,GA,Evans County,"2,447","1,900","2,994",23.9,18.6,29.2,"1,001",729,"1,273",37.1,27,47.2,711,503,919,34.3,24.3,44.3,"41,847","36,849","46,845",.,.,.,.,.,.
13,111,GA,Fannin County,"3,397","2,619","4,175",13.2,10.2,16.2,921,650,"1,192",22.9,16.2,29.6,663,451,875,21.6,14.7,28.5,"54,446","49,556","59,336",.,.,.,.,.,.
13,113,GA,Fayette County,"7,752","6,268","9,236",6.5,5.3,7.7,"2,342","1,745","2,939",8.6,6.4,10.8,"1,637","1,159","2,115",7.4,5.2,9.6,"92,319","87,911","96,727",.,.,.,.,.,.
13,115,GA,Floyd County,"15,376","12,494","18,258",16.2,13.2,19.2,"5,539","4,289","6,789",25.2,19.5,30.9,"3,971","2,993","4,949",24.1,18.2,30,"59,685","57,133","62,237",.,.,.,.,.,.
13,117,GA,Forsyth County,"13,636","11,252","16,020",5.3,4.4,6.2,"3,762","2,887","4,637",5.6,4.3,6.9,"2,783","2,110","3,456",5.2,3.9,6.5,"120,919","114,200","127,638",.,.,.,.,.,.
13,119,GA,Franklin County,"3,792","3,031","4,553",16.5,13.2,19.8,"1,426","1,102","1,750",27.7,21.4,34,916,641,"1,191",24.1,16.9,31.3,"48,045","42,206","53,884",.,.,.,.,.,.
13,121,GA,Fulton County,"142,028","126,658","157,398",13.7,12.2,15.2,"42,640","35,984","49,296",19.3,16.3,22.3,"31,677","26,514","36,840",19.3,16.2,22.4,"82,820","80,898","84,742",.,.,.,.,.,.
13,123,GA,Gilmer County,"4,449","3,513","5,385",14,11.1,16.9,"1,359",988,"1,730",23.3,16.9,29.7,936,658,"1,214",21.8,15.3,28.3,"57,970","53,232","62,708",.,.,.,.,.,.
13,125,GA,Glascock County,436,335,537,15.3,11.8,18.8,117,83,151,19.4,13.7,25.1,84,58,110,18.2,12.5,23.9,"49,175","43,251","55,099",.,.,.,.,.,.
13,127,GA,Glynn County,"13,760","11,174","16,346",16.5,13.4,19.6,"4,554","3,486","5,622",26.1,20,32.2,"3,332","2,516","4,148",25.6,19.3,31.9,"60,685","55,863","65,507",.,.,.,.,.,.
13,129,GA,Gordon County,"7,364","5,879","8,849",12.8,10.2,15.4,"2,322","1,683","2,961",17.5,12.7,22.3,"1,703","1,200","2,206",17,12,22,"56,053","50,446","61,660",.,.,.,.,.,.
13,131,GA,Grady County,"5,741","4,715","6,767",22.4,18.4,26.4,"1,959","1,487","2,431",31.3,23.8,38.8,"1,384","1,017","1,751",29.5,21.7,37.3,"42,171","37,636","46,706",.,.,.,.,.,.
13,133,GA,Greene County,"2,716","2,072","3,360",14,10.7,17.3,902,639,"1,165",26.4,18.7,34.1,631,432,830,24.3,16.6,32,"65,261","60,219","70,303",.,.,.,.,.,.
13,135,GA,Gwinnett County,"102,953","92,383","113,523",10.8,9.7,11.9,"38,973","33,521","44,425",15.6,13.4,17.8,"29,128","24,923","33,333",15.2,13,17.4,"75,021","71,907","78,135",.,.,.,.,.,.
13,137,GA,Habersham County,"5,918","4,683","7,153",13.3,10.5,16.1,"1,940","1,440","2,440",19,14.1,23.9,"1,379","1,000","1,758",18.1,13.1,23.1,"55,987","49,149","62,825",.,.,.,.,.,.
13,139,GA,Hall County,"24,666","21,182","28,150",12.1,10.4,13.8,"7,899","6,188","9,610",16.1,12.6,19.6,"5,233","3,868","6,598",14.3,10.6,18,"68,057","62,774","73,340",.,.,.,.,.,.
13,141,GA,Hancock County,"2,228","1,691","2,765",30.5,23.2,37.8,555,396,714,44,31.3,56.7,398,274,522,40.1,27.6,52.6,"35,830","31,377","40,283",.,.,.,.,.,.
13,143,GA,Haralson County,"4,514","3,541","5,487",14.9,11.7,18.1,"1,503","1,087","1,919",20.6,14.9,26.3,"1,017",699,"1,335",19,13.1,24.9,"62,472","58,416","66,528",.,.,.,.,.,.
13,145,GA,Harris County,"2,899","2,262","3,536",8.2,6.4,10,740,503,977,9.7,6.6,12.8,539,348,730,9,5.8,12.2,"80,911","72,102","89,720",.,.,.,.,.,.
13,147,GA,Hart County,"4,075","3,182","4,968",15.8,12.3,19.3,"1,280",933,"1,627",24,17.5,30.5,935,658,"1,212",23.3,16.4,30.2,"59,149","54,364","63,934",.,.,.,.,.,.
13,149,GA,Heard County,"1,969","1,558","2,380",17.2,13.6,20.8,674,509,839,26,19.6,32.4,498,374,622,25,18.8,31.2,"50,379","44,268","56,490",.,.,.,.,.,.
13,151,GA,Henry County,"23,188","19,583","26,793",9.5,8,11,"8,509","6,500","10,518",14,10.7,17.3,"5,846","4,204","7,488",12.4,8.9,15.9,"76,577","70,766","82,388",.,.,.,.,.,.
13,153,GA,Houston County,"19,058","15,687","22,429",11.6,9.6,13.6,"6,884","5,083","8,685",16.3,12,20.6,"5,063","3,638","6,488",15.9,11.4,20.4,"71,609","66,932","76,286",.,.,.,.,.,.
13,155,GA,Irwin County,"1,817","1,406","2,228",21.4,16.5,26.3,574,419,729,29.9,21.8,38,417,294,540,29,20.5,37.5,"44,540","39,607","49,473",.,.,.,.,.,.
13,157,GA,Jackson County,"9,491","8,127","10,855",11.9,10.2,13.6,"2,659","2,041","3,277",13.3,10.2,16.4,"1,923","1,440","2,406",12.8,9.6,16,"72,486","67,981","76,991",.,.,.,.,.,.
13,159,GA,Jasper County,"2,232","1,756","2,708",14.7,11.6,17.8,726,512,940,20.8,14.7,26.9,524,355,693,19.8,13.4,26.2,"61,354","53,862","68,846",.,.,.,.,.,.
13,161,GA,Jeff Davis County,"2,861","2,209","3,513",19.4,15,23.8,"1,137",807,"1,467",29.9,21.2,38.6,817,563,"1,071",28.5,19.6,37.4,"42,192","36,999","47,385",.,.,.,.,.,.
13,163,GA,Jefferson County,"3,037","2,286","3,788",20.3,15.3,25.3,"1,125",787,"1,463",31.5,22,41,816,552,"1,080",30.8,20.9,40.7,"42,461","38,137","46,785",.,.,.,.,.,.
13,165,GA,Jenkins County,"2,052","1,553","2,551",27.4,20.7,34.1,628,445,811,37.2,26.4,48,440,301,579,35.7,24.4,47,"38,497","33,933","43,061",.,.,.,.,.,.
13,167,GA,Johnson County,"2,041","1,572","2,510",26.7,20.6,32.8,538,387,689,32.3,23.2,41.4,372,253,491,31.6,21.5,41.7,"37,703","32,996","42,410",.,.,.,.,.,.
13,169,GA,Jones County,"3,513","2,768","4,258",12.5,9.9,15.1,"1,120",806,"1,434",17.5,12.6,22.4,825,579,"1,071",16.5,11.6,21.4,"61,509","54,809","68,209",.,.,.,.,.,.
13,171,GA,Lamar County,"2,550","1,938","3,162",14.1,10.7,17.5,887,631,"1,143",22.5,16,29,636,439,833,22,15.2,28.8,"55,933","49,075","62,791",.,.,.,.,.,.
13,173,GA,Lanier County,"1,924","1,524","2,324",19.8,15.7,23.9,726,543,909,31.4,23.5,39.3,525,387,663,30.8,22.7,38.9,"47,789","42,161","53,417",.,.,.,.,.,.
13,175,GA,Laurens County,"10,614","9,064","12,164",21.9,18.7,25.1,"3,687","2,864","4,510",30.7,23.8,37.6,"2,685","2,057","3,313",30,23,37,"47,905","44,248","51,562",.,.,.,.,.,.
13,177,GA,Lee County,"3,163","2,390","3,936",9.8,7.4,12.2,"1,265",898,"1,632",14.8,10.5,19.1,885,601,"1,169",13.3,9,17.6,"76,546","68,332","84,760",.,.,.,.,.,.
13,179,GA,Liberty County,"11,429","9,656","13,202",18.1,15.3,20.9,"4,675","3,642","5,708",25.4,19.8,31,"3,026","2,167","3,885",25.3,18.1,32.5,"50,696","46,046","55,346",.,.,.,.,.,.
13,181,GA,Lincoln County,"1,266",969,"1,563",16.5,12.6,20.4,385,275,495,26.5,18.9,34.1,285,197,373,26.5,18.3,34.7,"50,080","43,813","56,347",.,.,.,.,.,.
13,183,GA,Long County,"2,467","1,880","3,054",14.6,11.1,18.1,"1,008",714,"1,302",21.7,15.4,28,717,491,943,21.2,14.5,27.9,"55,601","49,412","61,790",.,.,.,.,.,.
13,185,GA,Lowndes County,"27,652","24,897","30,407",24.4,22,26.8,"9,529","8,195","10,863",33.3,28.6,38,"6,796","5,689","7,903",32.8,27.5,38.1,"46,565","41,850","51,280",.,.,.,.,.,.
